id	ER_ratio	TM_regions	multipass	number_of_SP	sequence_length	singlepass	typeI	typeII	TM01_start	TM_proportion	len_TMD_mean	TM01_lipo	lipo_mean_all_TM_res	lipo_last_TMD	Cell_membrane	Endoplasmic_reticulum	Golgi_apparatus	GPCR	olfactory_receptor	Glyco_number	binding_sites_number	nucleotide_bs_number	uniprot_KWs	C	F	P
O15439	-0.0027293995395672593	10.0	True	0.0	1325.0	False	False	False	92.0	16.452830188679247	21.8	0.4876190476190476	0.1963761467889908	0.4044444444444445	False	False	False	False	False	7.0	0.0	2.0	['Alternative splicing', 'ATP-binding', 'Complete proteome', 'Glycoprotein', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Repeat', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['ion binding', 'molecular_function', 'oxidoreductase activity', 'hydrolase activity', 'nucleotide binding', 'transporter activity', 'nucleoside-triphosphatase activity']	['cellular component organization or biogenesis', 'biological_process', 'transport']
O15440	-0.00022960655500426567	9.0	True	0.0	1437.0	False	False	False	179.0	13.778705636743211	22.0	0.1852631578947368	0.2056060606060606	0.27238095238095245	False	False	False	False	False	8.0	0.0	2.0	['Alternative splicing', 'ATP-binding', 'Complete proteome', 'Glycoprotein', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Transmembrane', 'Transmembrane helix', 'Transport']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['ion binding', 'molecular_function', 'hydrolase activity', 'nucleotide binding', 'transporter activity', 'nucleoside-triphosphatase activity']	['transport', 'biological_process', 'biosynthetic process', 'metabolic process', 'nitrogen compound metabolic process']
O15455	0.0002234315613361768	1.0	False	0.0	904.0	True	True	False	708.0	1.880530973451328	17.0	-0.07529411764705883	-0.07529411764705883	-0.07529411764705883	False	False	False	False	False	15.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Complete proteome', 'Direct protein sequencing', 'Disease mutation', 'Disulfide bond', 'Endoplasmic reticulum', 'Endosome', 'Glycoprotein', 'Immunity', 'Inflammatory response', 'Innate immunity', 'Leucine-rich repeat', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Receptor', 'Reference proteome', 'Repeat', 'RNA-binding', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['nucleic acid binding', 'signal transducer activity', 'protein binding', 'molecular_function', 'receptor activity']	['regulation of metabolic process', 'response to abiotic stimulus', 'response to chemical', 'viral process', 'transcription, DNA-templated', 'phosphorylation', 'RNA metabolic process', 'signal transduction', 'response to biotic stimulus', 'metabolic process', 'biological_process', 'biosynthetic process', 'response to stress', 'nitrogen compound metabolic process']
O15466	0.003330870615971768	1.0	False	0.0	376.0	True	False	True	14.0	5.319148936170213	20.0	0.12149999999999996	0.12149999999999996	0.12149999999999996	False	False	False	False	False	4.0	1.0	0.0	['Alternative splicing', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Glycosyltransferase', 'Golgi apparatus', 'Membrane', 'Reference proteome', 'Signal-anchor', 'Transferase', 'Transmembrane', 'Transmembrane helix']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['transferase activity']	['lipid metabolic process', 'biological_process', 'biosynthetic process', 'metabolic process', 'carbohydrate metabolic process', 'nitrogen compound metabolic process']
O15503	0.017077699425529485	6.0	True	0.0	277.0	False	False	False	82.0	43.321299638989174	20.0	0.3042857142857143	0.30925	0.30999999999999994	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cholesterol metabolism', 'Complete proteome', 'Direct protein sequencing', 'Endoplasmic reticulum', 'Isopeptide bond', 'Lipid metabolism', 'Membrane', 'Polymorphism', 'Reference proteome', 'Steroid metabolism', 'Sterol metabolism', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']	['intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	[]	['regulation of metabolic process', 'transport', 'response to chemical', 'macromolecular complex assembly', 'transcription, DNA-templated', 'lipid metabolic process', 'RNA metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'biosynthetic process', 'response to stress', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O15533	0.0033441441321322056	1.0	False	0.0	448.0	True	True	False	412.0	5.133928571428571	23.0	0.24869565217391296	0.24869565217391296	0.24869565217391296	False	False	False	False	False	1.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Complete proteome', 'Direct protein sequencing', 'Disulfide bond', 'Endoplasmic reticulum', 'Glycoprotein', 'Immunoglobulin domain', 'Membrane', 'Polymorphism', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix']	['intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'hydrolase activity', 'transporter activity', 'nucleoside-triphosphatase activity']	['transport', 'macromolecular complex assembly', 'nitrogen compound metabolic process', 'cellular component organization or biogenesis', 'biological_process', 'metabolic process', 'regulation of metabolic process']
O15547	0.0011460388569580619	2.0	True	0.0	441.0	False	False	False	41.0	9.750566893424038	21.5	0.25349999999999995	0.1853488372093023	0.1260869565217391	False	False	False	False	False	3.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Receptor', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component']	['ion binding', 'signal transducer activity', 'protein binding', 'molecular_function', 'nucleotide binding', 'transporter activity', 'receptor activity']	['macromolecular complex assembly', 'response to chemical', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'response to stress']
O15552	0.014269530708299243	7.0	True	0.0	330.0	False	False	False	9.0	45.45454545454545	21.428571428571427	0.07759999999999997	0.17026666666666665	0.3825	False	False	False	True	False	2.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'G-protein coupled receptor', 'Glycoprotein', 'Immunity', 'Inflammatory response', 'Lipid-binding', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['transport', 'response to chemical', 'signal transduction', 'biological_process', 'response to stress']
O15554	0.0028952182620500953	8.0	True	0.0	427.0	False	False	False	27.0	36.29976580796253	19.375	0.22285714285714284	0.326	0.07333333333333332	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Calmodulin-binding', 'Cell membrane', 'Complete proteome', 'Disease mutation', 'Hereditary hemolytic anemia', 'Immunity', 'Ion channel', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['transporter activity', 'molecular_function', 'protein binding']	['transport', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'response to stress']
O43157	-0.0009106727589348935	1.0	False	0.0	2135.0	True	True	False	1487.0	1.1241217798594847	24.0	0.03375000000000001	0.03375000000000001	0.03375000000000001	False	False	False	False	False	6.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell membrane', 'Coiled coil', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	['signal transducer activity', 'molecular_function', 'receptor activity', 'protein binding']	['cellular component organization or biogenesis', 'biological_process', 'cell adhesion', 'signal transduction']
O43184	-0.0035980044481307757	1.0	False	0.0	909.0	True	True	False	707.0	2.5302530253025304	23.0	0.001739130434782615	0.001739130434782615	0.001739130434782615	False	False	False	False	False	5.0	0.0	0.0	['Alternative splicing', 'Cell adhesion', 'Cell membrane', 'Cleavage on pair of basic residues', 'Complete proteome', 'Disulfide bond', 'EGF-like domain', 'Glycoprotein', 'Hydrolase', 'Membrane', 'Metal-binding', 'Metalloprotease', 'Phosphoprotein', 'Polymorphism', 'Protease', 'Reference proteome', 'Secreted', 'SH3-binding', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zymogen']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'nucleus', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function', 'metal ion binding', 'peptidase activity']	['cellular component organization or biogenesis', 'biological_process', 'cell adhesion']
O43193	0.006427667274483196	8.0	True	0.0	412.0	False	False	False	39.0	41.74757281553398	21.5	0.10653846153846153	0.2680813953488372	0.35	False	False	False	True	False	2.0	0.0	0.0	['Alternative splicing', 'Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'signal transduction']
O43246	0.003357292212078145	14.0	True	0.0	635.0	False	False	False	42.0	46.14173228346456	20.928571428571427	0.16947368421052628	0.11655290102389075	0.19142857142857145	False	False	False	False	False	5.0	0.0	0.0	['Amino-acid transport', 'Complete proteome', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['intrinsic component of membrane']	['transporter activity', 'molecular_function']	['metabolic process', 'biological_process', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43292	0.000669306913766542	9.0	True	0.0	621.0	False	False	False	24.0	29.468599033816425	20.33333333333333	0.10952380952380954	0.19912568306010928	0.1759090909090909	False	False	False	False	False	2.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Direct protein sequencing', 'Disease mutation', 'Endoplasmic reticulum', 'Glycoprotein', 'GPI-anchor biosynthesis', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	['catalytic complex', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function']	['macromolecular complex assembly', 'lipid metabolic process', 'biological_process', 'biosynthetic process', 'metabolic process']
O43315	0.0049880963555060534	8.0	True	0.0	295.0	False	False	False	26.0	53.89830508474577	19.875	0.2061904761904762	0.2339622641509433	0.10952380952380952	False	False	False	False	False	0.0	0.0	0.0	['Complete proteome', 'Membrane', 'Polymorphism', 'Reference proteome', 'Repeat', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cellular_component']	['transporter activity', 'molecular_function']	['response to abiotic stimulus', 'transport', 'response to chemical', 'biological_process', 'response to stress']
O43462	0.0037706805932424	7.0	True	0.0	519.0	False	False	False	3.0	29.28709055876686	21.714285714285715	0.23045454545454544	0.1950657894736842	0.06652173913043476	False	False	False	False	False	1.0	0.0	0.0	['Cholesterol metabolism', 'Complete proteome', 'Cytoplasm', 'Disease mutation', 'Glycoprotein', 'Hydrolase', 'Ichthyosis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Metalloprotease', 'Palmoplantar keratoderma', 'Protease', 'Reference proteome', 'Steroid metabolism', 'Sterol metabolism', 'Transmembrane', 'Transmembrane helix', 'Zinc']	['intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['metal ion binding', 'peptidase activity']	['regulation of metabolic process', 'response to chemical', 'transcription, DNA-templated', 'lipid metabolic process', 'RNA metabolic process', 'signal transduction', 'metabolic process', 'biological_process', 'proteolysis', 'biosynthetic process', 'response to stress', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43464	0.0004498823452265059	1.0	False	0.0	458.0	True	False	False	104.0	4.585152838427948	21.0	0.16714285714285715	0.16714285714285715	0.16714285714285715	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Apoptosis', 'Autocatalytic cleavage', 'Complete proteome', 'Direct protein sequencing', 'Disease mutation', 'Epilepsy', 'Hydrolase', 'Membrane', 'Mitochondrion', 'Neurodegeneration', 'Parkinson disease', 'Parkinsonism', 'Polymorphism', 'Protease', 'Reference proteome', 'Serine protease', 'Transit peptide', 'Transmembrane', 'Transmembrane helix', 'Zymogen']	['plasma membrane', 'intracellular', 'catalytic complex', 'intrinsic component of membrane', 'membrane', 'chromosome', 'nucleus', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function', 'peptidase activity', 'hydrolase activity']	['regulation of metabolic process', 'response to abiotic stimulus', 'transport', 'response to chemical', 'macromolecular complex assembly', 'lipid metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'metabolic process', 'biological_process', 'proteolysis', 'response to stress', 'nitrogen compound metabolic process']
O43490	0.005778868580709284	5.0	True	0.0	865.0	False	False	False	107.0	14.104046242774567	24.4	-0.10115384615384618	-0.022213114754098387	0.16391304347826086	False	False	False	False	False	8.0	0.0	0.0	['Acetylation', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Cilium', 'Complete proteome', 'Cone-rod dystrophy', 'Direct protein sequencing', 'Disease mutation', 'Endoplasmic reticulum', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Retinitis pigmentosa', 'Signal', 'Stargardt disease', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function']	['biological_process']
O43497	0.014235486392525403	16.0	True	0.0	2377.0	False	False	False	83.0	13.504417332772405	20.0625	0.2326315789473685	0.1725545171339564	0.025652173913043468	False	False	False	False	False	8.0	0.0	0.0	['Alternative splicing', 'Calcium', 'Calcium channel', 'Calcium transport', 'Cell membrane', 'Complete proteome', 'Cytoplasm', 'Disease mutation', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Neurodegeneration', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Spinocerebellar ataxia', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']	['plasma membrane', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['transporter activity', 'molecular_function', 'protein binding']	['biological_process', 'transport', 'response to chemical']
O43506	-0.00603631085989307	1.0	False	0.0	726.0	True	True	False	690.0	3.3057851239669422	24.0	0.15166666666666664	0.15166666666666664	0.15166666666666664	False	False	False	False	False	6.0	0.0	0.0	['Complete proteome', 'Disulfide bond', 'EGF-like domain', 'Glycoprotein', 'Hydrolase', 'Membrane', 'Metal-binding', 'Metalloprotease', 'Protease', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zymogen']	['intrinsic component of membrane', 'plasma membrane']	['metal ion binding', 'peptidase activity']	['biological_process']
O43508	0.008607356854754885	1.0	False	0.0	249.0	True	False	True	26.0	7.630522088353414	19.0	-0.12157894736842108	-0.12157894736842108	-0.12157894736842108	False	False	False	False	False	1.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Angiogenesis', 'Apoptosis', 'Cell membrane', 'Cleavage on pair of basic residues', 'Complete proteome', 'Cytokine', 'Developmental protein', 'Differentiation', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Reference proteome', 'Secreted', 'Signal-anchor', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function']	['response to chemical', 'signal transduction', 'biological_process', 'metabolic process', 'regulation of metabolic process']
O43511	0.00804290298743386	12.0	True	0.0	780.0	False	False	False	87.0	31.41025641025641	20.416666666666668	0.4715789473684211	0.22975510204081626	-0.031428571428571424	False	False	False	False	False	0.0	0.0	0.0	['Alternative splicing', 'Cell membrane', 'Chloride', 'Complete proteome', 'Deafness', 'Disease mutation', 'Membrane', 'Non-syndromic deafness', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	['transporter activity', 'molecular_function']	['biological_process', 'transport']
O43520	-0.0013168697448596167	6.0	True	0.0	1251.0	False	False	False	119.0	8.792965627498003	18.33333333333333	0.23625	0.1499090909090909	0.015238095238095243	False	False	False	False	False	0.0	0.0	0.0	['ATP-binding', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Disease mutation', 'Endoplasmic reticulum', 'Golgi apparatus', 'Hearing', 'Hydrolase', 'Intrahepatic cholestasis', 'Lipid transport', 'Magnesium', 'Membrane', 'Metal-binding', 'Nucleotide-binding', 'Phosphoprotein', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	['ion binding', 'molecular_function', 'nucleotide binding', 'transporter activity', 'metal ion binding', 'nucleoside-triphosphatase activity']	['regulation of metabolic process', 'transport', 'response to chemical', 'transcription, DNA-templated', 'lipid metabolic process', 'RNA metabolic process', 'cellular component organization or biogenesis', 'biological_process', 'biosynthetic process', 'metabolic process', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43525	0.008866502582664157	4.0	True	0.0	872.0	False	False	False	124.0	8.944954128440367	19.5	-0.09136363636363637	0.1092307692307692	0.2473684210526316	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell membrane', 'Complete proteome', 'Disease mutation', 'Epilepsy', 'Ion channel', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Polymorphism', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation', 'Voltage-gated channel']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['transporter activity', 'molecular_function', 'protein binding']	['biological_process', 'transport']
O43526	0.01170947246494076	5.0	True	0.0	872.0	False	False	False	96.0	10.779816513761473	18.8	0.03799999999999999	0.09212765957446807	0.1540909090909091	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell membrane', 'Complete proteome', 'Disease mutation', 'Epilepsy', 'Ion channel', 'Ion transport', 'Membrane', 'Mental retardation', 'Phosphoprotein', 'Polymorphism', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation', 'Voltage-gated channel']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['transporter activity', 'molecular_function', 'protein binding']	['biological_process', 'transport']
O43556	0.006728892048840019	1.0	False	0.0	437.0	True	False	False	317.0	5.720823798627004	25.0	-0.09280000000000004	-0.09280000000000004	-0.09280000000000004	False	False	False	False	False	1.0	0.0	0.0	['Alternative splicing', 'Cell membrane', 'Cell projection', 'Complete proteome', 'Cytoplasm', 'Cytoskeleton', 'Disease mutation', 'Dystonia', 'Glycoprotein', 'Golgi apparatus', 'Membrane', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']	['plasma membrane', 'intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component']	[]	['cellular component organization or biogenesis', 'biological_process', 'cell adhesion']
O43557	-0.0030140244314304358	1.0	False	0.0	240.0	True	False	True	35.0	10.0	24.0	0.1466666666666667	0.1466666666666667	0.1466666666666667	False	False	False	False	False	1.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Cell membrane', 'Complete proteome', 'Cytokine', 'Cytoplasm', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Reference proteome', 'Secreted', 'Signal-anchor', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intrinsic component of membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['protein binding', 'molecular_function']	['response to abiotic stimulus', 'response to chemical', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'cell adhesion']
O43567	0.006128116877208108	1.0	False	0.0	381.0	False	False	False	181.0	5.5118110236220454	21.0	-0.03714285714285714	-0.03714285714285714	-0.03714285714285714	False	False	False	False	False	1.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Endoplasmic reticulum', 'Endosome', 'Glycoprotein', 'Golgi apparatus', 'Lysosome', 'Membrane', 'Metal-binding', 'Nucleus', 'Reference proteome', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['intracellular', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component']	['transferase activity', 'metal ion binding']	['metabolic process', 'biological_process']
O43570	-0.00667801376377296	1.0	False	0.0	354.0	True	True	False	300.0	7.062146892655367	25.0	-0.1324	-0.1324	-0.1324	False	False	False	False	False	3.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Complete proteome', 'Disease mutation', 'Disulfide bond', 'Glycoprotein', 'Lyase', 'Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Zinc']	['intrinsic component of membrane', 'plasma membrane']	['lyase activity', 'metal ion binding']	['biological_process', 'transport']
O43603	0.013792753489138972	7.0	True	0.0	387.0	False	False	False	27.0	39.793281653746774	22.0	-0.03080000000000004	0.15337662337662342	0.3938095238095237	False	False	False	True	False	2.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'membrane', 'cellular_component']	['signal transducer activity', 'molecular_function', 'receptor activity']	['regulation of metabolic process', 'transport', 'transcription, DNA-templated', 'lipid metabolic process', 'RNA metabolic process', 'signal transduction', 'cellular component organization or biogenesis', 'biological_process', 'biosynthetic process', 'metabolic process', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43614	0.011794616931338731	7.0	False	0.0	444.0	False	False	False	55.0	34.909909909909906	22.142857142857146	-0.07076923076923076	0.1509032258064516	0.4804999999999999	False	False	False	True	False	3.0	1.0	0.0	['3D-structure', 'Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane', 'cellular_component', 'membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'response to chemical', 'signal transduction']
O43657	0.008246375144894529	4.0	True	0.0	245.0	False	False	False	19.0	33.46938775510204	20.5	-0.053333333333333344	0.00231707317073168	0.06958333333333333	False	False	False	False	False	1.0	0.0	0.0	['Complete proteome', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	[]	['viral process', 'signal transduction', 'response to biotic stimulus', 'biological_process', 'response to stress']
O43674	0.003691312084895929	1.0	False	0.0	189.0	True	False	False	73.0	11.111111111111107	21.0	0.04619047619047617	0.04619047619047617	0.04619047619047617	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Alternative splicing', 'Complete proteome', 'Electron transport', 'Membrane', 'Mitochondrion', 'Mitochondrion inner membrane', 'Polymorphism', 'Reference proteome', 'Respiratory chain', 'Transit peptide', 'Transmembrane', 'Transmembrane helix', 'Transport']	['intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component', 'oxidoreductase complex']	['oxidoreductase activity']	['macromolecular complex assembly', 'phosphorylation', 'cellular component organization or biogenesis', 'biological_process', 'metabolic process', 'generation of precursor metabolites and energy', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43677	0.0031375377551309857	1.0	False	0.0	76.0	True	False	False	41.0	25.0	19.0	0.12473684210526315	0.12473684210526315	0.12473684210526315	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Complete proteome', 'Electron transport', 'Membrane', 'Mitochondrion', 'Mitochondrion inner membrane', 'Reference proteome', 'Respiratory chain', 'Transit peptide', 'Transmembrane', 'Transmembrane helix', 'Transport']	['intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'cytoplasm', 'cellular_component', 'oxidoreductase complex']	['oxidoreductase activity']	['macromolecular complex assembly', 'phosphorylation', 'cellular component organization or biogenesis', 'biological_process', 'metabolic process', 'generation of precursor metabolites and energy', 'small molecule metabolic process', 'nitrogen compound metabolic process']
O43699	-0.0012996287871040475	1.0	False	0.0	453.0	True	True	False	351.0	4.415011037527594	20.0	0.0425	0.0425	0.0425	False	False	False	False	False	4.0	1.0	0.0	['Alternative splicing', 'Cell adhesion', 'Cell membrane', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Immunoglobulin domain', 'Lectin', 'Membrane', 'Polymorphism', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intrinsic component of membrane', 'membrane', 'cellular_component', 'extracellular region']	['carbohydrate binding']	['biological_process', 'cell adhesion']
O43736	0.00997848930513649	1.0	False	0.0	263.0	True	False	True	53.0	8.745247148288973	23.0	-0.03782608695652175	-0.03782608695652175	-0.03782608695652175	False	False	False	False	False	1.0	0.0	0.0	['Alternative splicing', 'Complete proteome', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Polymorphism', 'Reference proteome', 'Signal-anchor', 'Transmembrane', 'Transmembrane helix']	['plasma membrane', 'intracellular', 'intrinsic component of membrane', 'cytoplasm', 'cellular_component', 'extracellular region']	['molecular_function']	['biosynthetic process', 'metabolic process', 'biological_process', 'regulation of metabolic process']
O43749	0.0022871518844854288	7.0	True	0.0	312.0	False	False	False	26.0	46.794871794871796	20.857142857142858	-0.07541666666666667	0.21815068493150688	0.3636842105263158	False	False	False	True	True	1.0	0.0	0.0	['Cell membrane', 'Complete proteome', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Olfaction', 'Polymorphism', 'Receptor', 'Reference proteome', 'Sensory transduction', 'Transducer', 'Transmembrane', 'Transmembrane helix']	['intrinsic component of membrane', 'plasma membrane']	['signal transducer activity', 'molecular_function', 'receptor activity']	['biological_process', 'signal transduction']
O43752	0.0009557707322068748	1.0	False	0.0	255.0	True	False	False	233.0	9.019607843137257	23.0	-0.09086956521739134	-0.09086956521739134	-0.09086956521739134	False	False	False	False	False	0.0	0.0	0.0	['3D-structure', 'Acetylation', 'Alternative splicing', 'Coiled coil', 'Complete proteome', 'Golgi apparatus', 'Membrane', 'Phosphoprotein', 'Protein transport', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']	['plasma membrane', 'intracellular', 'membrane protein complex', 'intrinsic component of membrane', 'membrane', 'nucleus', 'cytoplasm', 'cellular_component']	['protein binding', 'molecular_function']	['cellular component organization or biogenesis', 'biological_process', 'transport']
